iter	Logloss
238	0.613438327
239	0.6134349202
240	0.6134328555
241	0.613432347
242	0.6134337441
243	0.6134345946
244	0.6134309232
245	0.6134316306
246	0.6134330452
247	0.6134266731
248	0.6134298426
249	0.6134277962
250	0.6134290539
251	0.6134235293
252	0.6134166633
253	0.6134215245
254	0.6134160011
255	0.6134177549
256	0.6134214872
257	0.6134163177
258	0.6134163768
259	0.6134105834
260	0.6134150934
261	0.6134117758
262	0.6134182779
263	0.6134163732
264	0.6134131296
265	0.6134112111
266	0.6134149435
267	0.6134083624
268	0.613407363
269	0.613409554
270	0.6134115345
271	0.6134064373
272	0.6134048872
273	0.6134102462
274	0.6134085492
275	0.6134008385
276	0.6134076924
277	0.613401113
278	0.6134020212
279	0.613404566
280	0.6134006003
281	0.6133959981
282	0.6134076481
283	0.6133979601
284	0.613401143
285	0.6133985307
286	0.613399369
287	0.6134004349
288	0.6134014856
289	0.613396037
290	0.6133991461
291	0.6133999853
292	0.6133951851
293	0.6133961778
294	0.6133950514
295	0.6133950514
296	0.6133932154
297	0.6133927209
298	0.6133953347
299	0.6133947033
300	0.6133975194
301	0.6133906708
302	0.6133944872
303	0.6133884034
304	0.6133946973
305	0.6133969483
306	0.613394892
307	0.6133915631
308	0.6133889416
309	0.6133889328
310	0.6133907734
311	0.6133942265
312	0.613391394
313	0.6133893379
314	0.6133862314
315	0.613386302
316	0.6133890501
317	0.6133845915
318	0.6133879846
319	0.6133856468
320	0.6133862135
321	0.613385083
322	0.613386843
323	0.6133868431
324	0.6133869142
325	0.6133905899
326	0.6133896665
327	0.6133880443
328	0.6133830272
329	0.6133849352
330	0.6133850058
331	0.6133853595
332	0.6133850755
333	0.6133894488
334	0.6133887359
335	0.6133908561
336	0.6133817467
337	0.6133817467
338	0.6133876053
339	0.6133819553
340	0.6133845684
341	0.6133853392
342	0.6133856272
343	0.613384286
344	0.6133842873
345	0.6133806783
346	0.6133829402
347	0.6133845006
348	0.6133811798
349	0.6133811798
350	0.6133839281
351	0.6133878856
352	0.6133815204
353	0.6133846272
354	0.613383852
355	0.6133820867
356	0.6133820867
357	0.6133811686
358	0.6133823712
359	0.6133803864
360	0.6133803864
361	0.6133822903
362	0.613385891
363	0.6133834896
364	0.6133841896
365	0.6133817837
366	0.6133794551
367	0.6133794551
368	0.613384612
369	0.6133809406
370	0.613378396
371	0.6133824937
372	0.613380023
373	0.6133809415
374	0.6133803768
375	0.6133805183
376	0.6133822141
377	0.6133783295
378	0.6133765636
379	0.6133779764
380	0.613374868
381	0.6133757863
382	0.6133760694
383	0.6133757157
384	0.6133747267
385	0.6133747267
386	0.613378259
387	0.6133750786
388	0.6133798113
389	0.6133798113
390	0.6133776213
391	0.6133795279
392	0.6133811468
393	0.6133813609
394	0.613379525
395	0.613380797
396	0.6133770542
397	0.6133806511
398	0.6133781024
399	0.6133781024
400	0.6133790859
401	0.6133787327
402	0.6133747
403	0.6133747
404	0.6133747706
405	0.6133747706
406	0.6133778087
407	0.6133733587
408	0.6133733587
409	0.6133733587
410	0.6133733587
411	0.6133733587
412	0.6133733587
413	0.6133733587
414	0.6133733587
415	0.6133746302
416	0.6133747009
417	0.6133753367
418	0.6133807706
419	0.6133804182
420	0.6133763858
421	0.6133831681
422	0.6133799128
423	0.6133770901
424	0.6133755358
425	0.6133763821
426	0.6133728459
427	0.6133738337
428	0.6133765176
429	0.6133766594
430	0.613372697
431	0.613379122
432	0.6133728365
433	0.6133728365
434	0.6133722714
435	0.6133722714
436	0.6133722714
437	0.6133722714
438	0.6133722714
439	0.6133722714
440	0.6133722714
441	0.6133722714
442	0.6133722714
443	0.6133722714
444	0.6133774984
445	0.6133789083
446	0.6133772782
447	0.613376356
448	0.6133762141
449	0.613372684
450	0.6133753687
451	0.6133801702
452	0.6133760033
453	0.6133766345
454	0.6133781903
455	0.613374871
456	0.6133737375
457	0.6133752211
458	0.6133705575
459	0.6133705575
460	0.6133705575
461	0.6133705575
462	0.6133705575
463	0.6133705575
464	0.6133705575
465	0.6133705575
466	0.6133705575
467	0.6133705575
468	0.613370063
469	0.613370063
470	0.613370063
471	0.613370063
472	0.613370063
473	0.6133701336
474	0.6133701336
475	0.6133701336
476	0.6133701336
477	0.6133701336
478	0.6133701336
479	0.6133701336
480	0.6133701336
481	0.6133701336
482	0.6133701336
483	0.6133701336
484	0.6133701336
485	0.6133701336
486	0.6133701336
487	0.6133701336
488	0.6133701336
489	0.6133701336
490	0.6133701336
491	0.6133701336
492	0.6133701336
493	0.6133701336
494	0.6133701336
495	0.6133701336
496	0.6133701336
497	0.6133701336
498	0.6133701336
499	0.6133699918
500	0.6133701336
501	0.6133701336
502	0.6133701336
503	0.6133701336
504	0.6133701336
505	0.6133701336
506	0.6133701336
507	0.6133701336
508	0.6133701336
509	0.6133701336
510	0.6133701336
511	0.6133701336
512	0.6133701336
513	0.6133700625
514	0.6133700625
515	0.6133700625
516	0.6133701336
517	0.6133701336
518	0.6133701336
519	0.6133699918
520	0.6133699918
521	0.6133699918
522	0.6133699918
523	0.6133717585
524	0.6133717585
525	0.6133719705
526	0.6133718292
527	0.6133721824
528	0.6133723944
529	0.6133723237
530	0.6133722525
531	0.6133720411
532	0.61337197
533	0.6133735243
534	0.6133793833
535	0.6133755
536	0.6133774067
537	0.6133712593
538	0.6133714006
539	0.6133714006
540	0.6133714006
541	0.6133714006
542	0.6133714006
543	0.61337133
544	0.61337133
545	0.61337133
546	0.61337133
547	0.61337133
548	0.6133715409
549	0.6133685026
550	0.6133698448
551	0.6133773339
552	0.6133774696
553	0.6133821992
554	0.6133725171
555	0.6133711045
556	0.6133711045
557	0.6133725166
558	0.6133725166
559	0.6133725166
560	0.6133730816
561	0.6133740671
562	0.6133753388
563	0.613374769
564	0.6133744867
565	0.6133763935
566	0.6133739875
567	0.6133740545
568	0.613373628
569	0.6133737709
570	0.6133740513
571	0.6133788519
572	0.6133745433
573	0.6133720676
574	0.6133719261
575	0.6133773651
576	0.6133770087
577	0.6133731908
578	0.6133727689
579	0.6133719931
580	0.6133719931
581	0.6133789847
582	0.6133705754
583	0.6133744569
584	0.6133693038
585	0.613371704
586	0.6133713506
587	0.6133713506
588	0.6133713506
589	0.6133681016
590	0.6133681016
591	0.6133681016
592	0.6133681016
593	0.6133681016
594	0.6133712086
595	0.6133753048
596	0.6133727577
597	0.613370635
598	0.613370635
599	0.613370635
600	0.613370635
601	0.613370635
602	0.6133728958
603	0.6133726103
604	0.6133720451
605	0.6133720451
606	0.6133733866
607	0.6133731011
608	0.6133720419
609	0.6133712639
610	0.6133671664
611	0.6133671664
612	0.6133671665
613	0.6133672371
614	0.6133671664
615	0.6133671664
616	0.6133671665
617	0.6133672371
618	0.6133671664
619	0.6133671664
620	0.6133672371
621	0.6133671664
622	0.6133671664
623	0.6133709811
624	0.6133708399
625	0.6133707692
626	0.6133707693
627	0.613370416
628	0.6133663894
629	0.6133663894
630	0.6133663894
631	0.6133663894
632	0.6133680859
633	0.613367449
634	0.6133675197
635	0.6133675197
636	0.6133675197
637	0.613367449
638	0.6133678033
639	0.6133679446
640	0.6133679446
641	0.6133694988
642	0.6133726758
643	0.6133703448
644	0.6133704854
645	0.6133717558
646	0.6133734487
647	0.6133733044
648	0.613372596
649	0.6133727371
650	0.6133718187
651	0.6133721715
652	0.6133702616
653	0.6133734395
654	0.6133688469
655	0.6133717407
656	0.6133762598
657	0.6133683499
658	0.6133666551
659	0.613367079
660	0.6133697618
661	0.6133698324
662	0.6133698324
663	0.6133698324
664	0.6133698324
665	0.6133699031
666	0.6133713876
667	0.6133710313
668	0.613373713
669	0.613367919
670	0.6133676346
671	0.6133672111
672	0.6133686927
673	0.6133686927
674	0.6133686927
675	0.6133686927
676	0.6133686927
677	0.6133676326
678	0.6133703151
679	0.6133736345
680	0.6133699591
681	0.6133718645
682	0.6133737014
683	0.6133710859
684	0.6133658557
685	0.6133658557
686	0.6133658557
687	0.6133658557
688	0.6133658557
689	0.6133658557
690	0.6133658557
691	0.6133658557
692	0.6133658557
693	0.6133658557
694	0.6133658557
695	0.6133658557
696	0.6133658557
697	0.6133658557
698	0.6133658557
699	0.6133658557
700	0.6133658557
701	0.6133658557
702	0.6133658557
703	0.6133658557
704	0.6133658557
705	0.6133658557
706	0.6133658557
707	0.6133658557
708	0.6133658557
709	0.6133658557
710	0.6133658557
711	0.6133658557
712	0.6133658557
713	0.6133658557
714	0.6133658557
715	0.6133658557
716	0.6133658557
717	0.6133658557
718	0.6133658557
719	0.6133658557
720	0.6133658557
721	0.6133658557
722	0.6133658557
723	0.6133658557
724	0.6133658557
725	0.6133658557
726	0.6133658557
727	0.6133658557
728	0.6133658557
729	0.6133658557
730	0.6133658557
731	0.6133658557
732	0.6133658557
733	0.6133658557
734	0.6133658557
735	0.6133659264
736	0.6133659264
737	0.6133659264
738	0.6133659264
739	0.6133659264
740	0.6133659264
741	0.6133659264
742	0.6133659264
743	0.6133659264
744	0.6133659264
745	0.6133659264
746	0.6133659264
747	0.6133659264
748	0.6133659264
749	0.6133659264
750	0.6133659264
751	0.6133659264
752	0.6133659264
753	0.6133659264
754	0.6133659264
755	0.6133659264
756	0.6133659264
757	0.6133659264
758	0.6133659264
759	0.6133659264
760	0.6133659264
761	0.6133659264
762	0.6133659264
763	0.6133659264
764	0.6133659264
765	0.6133659264
766	0.6133659264
767	0.6133659264
768	0.6133659264
769	0.6133659264
770	0.6133659264
771	0.6133659264
772	0.6133659264
773	0.6133659264
774	0.6133659264
775	0.6133659264
776	0.6133659264
777	0.6133659264
778	0.6133659264
779	0.6133659264
780	0.6133659264
781	0.6133659264
782	0.6133659264
783	0.6133659264
784	0.6133659264
785	0.6133659264
786	0.6133659264
787	0.6133659264
788	0.6133659264
789	0.6133659264
790	0.6133659264
791	0.6133659264
792	0.6133659264
793	0.6133659264
794	0.6133659264
795	0.6133659264
796	0.6133659264
797	0.6133659264
798	0.6133659264
799	0.6133659264
800	0.6133659264
801	0.6133659264
802	0.6133659264
803	0.6133659264
804	0.6133659264
805	0.6133659264
806	0.6133659264
807	0.6133659264
808	0.6133659264
809	0.6133659264
810	0.6133659264
811	0.6133659264
812	0.6133659264
813	0.6133659264
814	0.6133659264
815	0.6133659264
816	0.6133659264
817	0.6133659264
818	0.6133659264
819	0.6133659264
820	0.6133659264
821	0.6133659264
822	0.6133659264
823	0.6133659264
824	0.6133659264
825	0.6133659264
826	0.6133659264
827	0.6133659264
828	0.6133659264
829	0.6133659264
830	0.6133659264
831	0.6133659264
832	0.6133659264
833	0.6133659264
834	0.6133659264
835	0.6133659264
836	0.6133659264
837	0.6133659264
838	0.6133659264
839	0.6133659264
840	0.6133659264
841	0.6133659264
842	0.6133659264
843	0.6133659264
844	0.6133659264
845	0.6133659264
846	0.6133659264
847	0.6133659264
848	0.6133659264
849	0.6133659264
850	0.6133659264
851	0.6133659264
852	0.6133659264
853	0.6133659264
854	0.6133659264
855	0.6133659264
856	0.6133659264
857	0.6133659264
858	0.6133659264
859	0.6133659264
860	0.6133659264
861	0.6133659264
862	0.6133659264
863	0.6133659264
864	0.6133659264
865	0.6133659264
866	0.6133659264
867	0.6133659264
868	0.6133659264
869	0.6133659264
870	0.6133659264
871	0.6133659264
872	0.6133659264
873	0.6133659264
874	0.6133659264
875	0.6133659264
876	0.6133659264
877	0.6133659264
878	0.6133659264
879	0.6133659264
880	0.6133659264
881	0.6133659264
882	0.6133659264
883	0.6133659264
884	0.6133659264
885	0.6133659264
886	0.6133659264
887	0.6133659264
888	0.6133659264
889	0.6133659264
890	0.6133659264
891	0.6133659264
892	0.6133659264
893	0.6133659264
894	0.6133659264
895	0.6133659264
896	0.6133659264
897	0.6133659264
898	0.6133659264
899	0.6133659264
900	0.6133659264
901	0.6133659264
902	0.6133659264
903	0.6133659264
904	0.6133659264
905	0.6133659264
906	0.6133659264
907	0.6133659264
908	0.6133659264
909	0.6133659264
910	0.6133659264
911	0.6133659264
912	0.6133659264
913	0.6133659264
914	0.6133659264
915	0.6133659264
916	0.6133659264
917	0.6133659264
918	0.6133659264
919	0.6133659264
920	0.6133659264
921	0.6133659264
922	0.6133659264
923	0.6133659264
924	0.6133659264
925	0.6133659264
926	0.6133659264
927	0.6133659264
928	0.6133659264
929	0.6133659264
930	0.6133659264
931	0.6133659264
932	0.6133659264
933	0.6133659264
934	0.6133659264
935	0.6133659264
936	0.6133659264
937	0.6133659264
938	0.6133659264
939	0.6133659264
940	0.6133659264
941	0.6133659264
942	0.6133659264
943	0.6133659264
944	0.6133659264
945	0.6133659264
946	0.6133659264
947	0.6133659264
948	0.6133659264
949	0.6133659264
950	0.6133659264
951	0.6133659264
952	0.6133659264
953	0.6133659264
954	0.6133659264
955	0.6133659264
956	0.6133659264
957	0.6133659264
958	0.6133659264
959	0.6133659264
960	0.6133659264
961	0.6133659264
962	0.6133659264
963	0.6133659264
964	0.6133659264
965	0.6133659264
966	0.6133659264
967	0.6133659264
968	0.6133659264
969	0.6133659264
970	0.6133659264
971	0.6133659264
972	0.6133659264
973	0.6133659264
974	0.6133659264
975	0.6133659264
976	0.6133659264
977	0.6133659264
978	0.6133659264
979	0.6133659264
980	0.6133659264
981	0.6133659264
982	0.6133659264
983	0.6133659264
984	0.6133659264
985	0.6133659264
986	0.6133659264
987	0.6133659264
988	0.6133659264
989	0.6133659264
990	0.6133659264
991	0.6133659264
992	0.6133659264
993	0.6133659264
994	0.6133659264
995	0.6133659264
996	0.6133659264
997	0.6133659264
998	0.6133659264
999	0.6133659264
